,title,company,location,rating,link,summary,salary,job type,shift & schedule,job description
125,Jr. Full Stack JavaScript developer (Ontario Branch),Plexxis Software,"Brampton, ON",4.3,https://ca.indeed.com/viewjob?jk=e82f002130a76602,"We're looking for Junior Full Stack developers to mentor and grow into superstars.Job Type: Full time, permanent.You know some JavaScript basics.","$61,500–$148,500 a year",Full-time,None Given,"
Position Title: Jr. Full Stack JavaScript developer
Reports to: Director, R&D
Job Type: Full time, permanent
Location: Brampton, ON
All successful candidates are required to reside within commuting distance of our Brampton, ON office location. Plexxis does not offer remote work opportunities.
Salary Range: $61,500 - $148,500

Summary
We're looking for Junior Full Stack developers to mentor and grow into superstars.
What You Will Do
As part of the Plexxis web development team, you will…

use react + node/express to create user interfaces and backend API calls as part of the ongoing effort to modernize our primary product offering
learn from more senior team members who direct your day-to-day activities
make meaningful contributions to a product that people rely on in their day-to-day business operations
grow into a strong developer as you build your lifelong career at Plexxis

Requirements

You like people
You are focused
You are supportive
You are driven
You like to work in a team but are fine working on your own when the occasion calls for it
You love coding and you love a good challenge
You know some JavaScript basics
You know some ReactJS basics, AngularJS basics, or VueJS basics
You know some NodeJS basics

Nice to Have

Personal projects that demonstrate your love of development
Developer training of some kind (boot-camp, college, university, etc.)
Typescript
OracleDB or any relational database exposure (sql)

What's it like working at Plexxis?
The dress is casual, but our commitment to quality is not. At Plexxis, the working environment is a social one - built on mutual respect and collaboration. We are a team of extremely hard-working individuals who have a steadfast dedication to delivering amazing results to our clients. As such, we make it a point to provide each of our employees with the tools needed to do their job well, including:

Competitive Salary
Benefits
Company gym
A games room
Paid after hours

Our team genuinely appreciates each other and there is an authentic camaraderie and support network.
About Plexxis Software:
The Plexxis Drywall Enterprise Resource Planning (ERP) software maximizes the profit and efficiency of wall & ceiling contractors through expert consulting and a drywall estimating software that unites digital takeoff, costing, construction management, mobile applications and accounting solutions into a single, sophisticated - yet simple system.
Since 1999, our sole focus has been dedicated to the wall and ceiling trade – a focus that has brought together an extraordinary wealth of knowledge, experience and expertise. From technology engineers, trainers and consultants, we have assembled the “right” people, the “right” product and the “right” service to deliver solutions unmatched in quality and customer focus.
Are you the perfect fit? Do you wish to …

Work with a small, tight-knit group of hard-working, dedicated and fun individuals
Enjoy the atmosphere of a rapidly growing, high energy company with an entrepreneurial spirit
Be on the winning team - poised to emerge as the global leader
Be challenged in the workspace, in the fitness room or even the billiards Café
Lose the stuffy environment (and politics) of “big corporate” and focus on delivering what the competition calls “impossible”

If you're ready for an exciting career with an industry leader, give us a call to explore your future. Growth. Learning. Opportunity.

 Disclaimer for all posting locations: We thank all applicants in advance for their interest but advise that only those selected for an interview will be contacted.   Plexxis is committed to the principles of diversity and inclusion; encouraging applications from all well qualified applicants. Accommodation is available for applicants, including those with disabilities, throughout the recruitment process.   Please Note: If you are offered a position at Plexxis Software, you may be required to agree to a background check.   PLEXXIS IS AN EQUAL OPPORTUNITY EMPLOYER

"
126,Senior Software Programmer - Fiber Optics Manufacturing,OZ Optics Ltd,"Ottawa, ON",3,https://ca.indeed.com/viewjob?jk=944a7187dd19b7a9,"Every employee receives full benefits including medical, dental, and optical and life insurance with the premiums paid for by OZ Optics.",None Given,Full-timePermanent,Monday to Friday,"Company Overview
OZ Optics Limited is a leading worldwide supplier of fiber optic products, test equipment and sensors. It is located in Canada's capital city of Ottawa and established in 1985.
Company Perks:
· Every employee receives full benefits including medical, dental, and optical and life insurance with the premiums paid for by OZ Optics.
· Opportunity to work alongside with subject matter experts in fiber optics
· Opportunity to work on world-class products with cutting-edge technologies
· Best recreational facilities company can offer. Squash and basketball courts, weight-training rooms, indoor pool, sauna, and hot tub for use by employees
· Staff events - adult and children's holiday parties, Easter egg hunt, family summer barbeque, and soccer games.
· Free on-site parking
OZ Optics is seeking a skilled programmer, capable of defining, creating and maintaining applications and Graphical User Interfaces in a Windows environment.
Education:

Degree in computer science or equivalent work experience.

Experience:

Minimum of 5 years of experience in creating Graphical User Interfaces (GUIs).
Minimum of 5 years of experience working with C++ in a Windows environment.
Familiarity with Python is an asset.
Familiarity with LabView is an asset.
Familiarity with Microsoft SQL is an asset.
Familiarity with other programming languages is an asset.

The successful candidate must be able to:

Turn requirements specified by non-programmers into working flow charts.
Write and debug graphical user interfaces using Microsoft Visual Studio.
Develop multi-threaded application software required to meet the company's objectives.
Write programs to communicate with remote computers or devices over Ethernet, and other communication channels such as USB, GPIB, and RS232.
Document all software for which he/she is responsible.
Clearly express ideas, observations, and recommendations, both verbally and in writing.
Work in a dynamic, fast paced environment with minimal supervision.

Applicants must be legally eligible to work in Canada.
Job Types: Full-time, Permanent
Benefits:

Casual dress
Company events
Dental care
Disability insurance
Extended health care
Life insurance
On-site gym
On-site parking
Vision care

Schedule:

Monday to Friday

COVID-19 considerations:Remote interview processPersonal protective equipment provided or requiredPlastic shield at work stationsTemperature screeningsSocial distancing guidelines in placeVirtual meetingsSanitizing, disinfecting, or cleaning procedures"
127,Senior Statistical Programmer - FSP Oncology,PHASTAR,Remote,None Given,https://ca.indeed.com/viewjob?jk=21e41dbff2c5ee98,"We partner with pharmaceutical, biotechnology and medical device organizations to provide the expertise and processes to manage and deliver on time, quality…",None Given,Full-time,None Given,"
 Overview: 
  THE COMPANY
 PHASTAR is a multiple award-winning global biometric Contract Research Organization (CRO) that is accredited as an outstanding company to work for by Best Companies. We partner with pharmaceutical, biotechnology and medical device organizations to provide the expertise and processes to manage and deliver on time, quality biostatistics, programming, data management and data science services. With offices across the UK, US, Germany, Kenya, Australia, India, China and Japan, PHASTAR is the second largest specialized biometrics provider globally, and the largest in the UK.
 Our unique approach to data analysis, “The PHASTAR Discipline”, has led us to build a reputation for outstanding quality. With this as our core focus, we’re looking for talented individuals who share our passion for quality and technical expertise to join our team.
 WHY PHASTAR
 Accredited as an outstanding company to work for, PHASTAR is committed to employee engagement, workplace satisfaction and ensuring a healthy work-life balance. We offer flexible working, part-time hours, involvement in developing company-wide initiatives, structured training and development plans, and a truly supportive, fun and friendly environment.
 What’s more, when you join our team, PHASTAR will plant a tree in your honour, as one of our Environmental, Social and Governance (ESG) initiatives. So, not only would you get your dream job, you’ll also be helping to save the planet!
 THE ROLE
 Demand for our Functional Service Provision is growing, and we are looking for a Senior Statistical Programmer (Senior Statistical Programmer I and/or Senior Statistical Programmer II level) to join our fantastic FSP team. As a Senior Statistical Programmer, you will hold a technical hands-on programming role, as well as project leadership (if desired) - focusing specifically on oncology studies.
 This is a fantastic opportunity to work for a growing CRO that is recognized for its continuous learning and development opportunities, whilst also gaining direct experience of working within a pharmaceutical environment. Responsibilities: 
 
Responsibility for overall project delivery, including clinical trial reports and other regulatory submission deliverables
 Project management responsibilities, including allocating staff, predicting and planning resources
 Act as a study expert for multiple studies, with an ability to clarify details on analysis methods for the internal PHASTAR team
 Advise on internal, client and CDISC data standards
 Responsible for ensuring the team meets the highest quality standards, and follows the principles detailed in PHASTAR's internal procedures
 Function as a programming expert across a number of studies
 Maintain a positive and engaging client relationship with regards to statistical/programming issues
 Report on study progress to the PHASTAR management team
 Mentor, train and develop direct reports


 Qualifications: 
 

BSc, MSc or PhD in Mathematics, Science or IT related discipline
 At least 3 years of Oncology therapeutic experience
 Experience working within a clinical trials environment (CRO, pharma or academia)
 Substantial experience performing statistical analysis using SAS
 CDISC (SDTM and ADaM) experience
 Proven project leadership experience
 Previous line management / mentoring experience preferred (not essential)
 Excellent written and verbal communication skill

 APPLY NOW
 With the world’s eyes focused on clinical trial data, this is a fantastic time to join an award-winning specialized biometric CRO that is renowned for its technical expertise, outstanding quality and cutting-edge data science techniques. We offer flexible working, part-time hours, structured training and development plans, continuous learning opportunities, and a competitive salary and benefits package. We’re committed to ensuring our employees achieve a healthy work-life balance, within a supportive, fun and friendly working environment.
 Should you feel that you have the right skill set and motivations for this position, please apply! Please note that we are considering candidates located anywhere in the US or Canada, as this role can be carried out remotely.
 Phastar is committed to the principles and practices of equal opportunities and to encouraging the establishment of a diverse workforce. It is our policy to employ individuals on the basis of their suitability for the work to be performed and their potential for development, regardless of age, sex, race, colour, nationality, ethnic or national origin, disability, marital status, pregnancy or maternity, sexual orientation, gender reassignment, religion, or belief. This includes creating a culture that fully reflects our commitment to equal opportunities for all.
 Important notice to Employment businesses/ Agencies
 Phastar does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact Phastar's Head of Talent Acquisition to obtain prior written authorization before referring any candidates to Phastar. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and Phastar. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of Phastar. Phastar shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.


"
128,Software Engineer - Backend,Microsoft,"Vancouver, BC",4.2,https://ca.indeed.com/viewjob?jk=fe622e46d4e97b5c,Microsoft 365 (M365) Intelligent Conversation and Communications Cloud is the platform that powers billions of real-time customer conversations across Microsoft…,None Given,Full-time,None Given,"

  Microsoft 365 (M365) Intelligent Conversation and Communications Cloud is the platform that powers billions of real-time customer conversations across Microsoft’s first-party (Teams, Skype), second-party (Dynamics), and third-party solutions (through Azure Communication Services). The platform enables reliable and high-quality messaging, meeting, and audio/video calling services that work every time, from anywhere, seamlessly across all customer touchpoints. Conversations on our platforms are made more intelligent in real-time, empowering best-in-class productivity tools for the modern workplace where every call, meeting, or chat will make the next one better.
 


 We are the team behind all the messaging scenarios across multiple products, and develop one of the largest scale, business-critical distributed systems in Microsoft. Our services run in 25+ regions, and we process billions of messages a day, enabling hundreds of millions of active enterprise as well as consumer users. The micro services are highly scalable, highly available, and extremely performant in geo-redundant, multi-tenant systems and honor data sovereignty, privacy, security, and compliance. You will have an opportunity to work with a highly collaborative and fun team in a fast-learning environment.
 
 Responsibilities

 Design, develop and operate features for large scale distributed software services and solutions.
 Adhere to modern software engineering practices through design and code reviews.
 Write clean and optimized code, improve test coverage for services, organize and implement integration tests, and resolve problem areas.
 Consider testability, portability/monitoring, reliability, and maintainability, and understand when code is ready to be shared and delivered.
 Gain a working understanding of Microsoft as a business and collaborate with mentors and leaders in order to contribute to cohesive, end-to-end experiences for our users.
 Focus on customer/partner needs through a data driven approach.
 Develop “best-in-class” engineering for our services by ensuring that the services and the components are well-defined and modularized, secure, reliable, diagnosable, actively monitored and reusable.

 Qualifications

 Required/Minimum Qualifications:


 Bachelor's Degree in Computer Science, or related technical discipline.
 2+ years technical engineering experience with any object-oriented coding languages including, but not limited to C++, C#, Java or Python.
   
 OR equivalent experience.



 Preferred qualifications:


 3+ years designing, developing, and operating backend services.
 Ability to communicate technical details clearly across organizational boundaries.
 Experience in DevOps to maintain live services and/or application frameworks.
 Cloud and services experience, with Azure cloud experience highly desirable.
 Excellent analytical skills with systematic and structured approach to software design.
 Passion for building highly scalable, highly reliable services.
 Experience with or exposure to Agile and iterative development processes.


   #IC3
   #M365CORE
 

   Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.
 


 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.
 
"
129,Junior Front-End Engineer,Wizebank,"Remote in Vancouver, BC",None Given,https://ca.indeed.com/viewjob?jk=853b5b6dc5982151,"As one of our early engineers, you'll have the opportunity to build entirely new products from scratch and make important technical decisions.",None Given,Full-time,None Given,"

Wizebank has built the industry's first ""Learn Now, Pay Later"" solution specifically designed to help world-class course creators, educators, and coaches sell more effectively. We're trusted by our partners to drive meaningful improvements in their business, and we work tirelessly to do just that.
 Founded in 2021, Wizebank has gone from pre-product to helping our partners generate millions in monthly sales across tens of thousands of customers in a matter of months. We're backed by Rhino Ventures, Panache Ventures, and industry leaders like Greg Smith (CEO, Thinkific), Tim Vipond (Founder, Corporate Finance Institute), Andrew Wilkinson (Co-Founder, Tiny), and Pat Flynn (Founder, Smart Passive Income).
 Wizebank is looking for a talented front-end developer to help us build best-in-class software and financial tools that help online education businesses better manage and grow their education empires. As one of our early engineering hires, you will have the opportunity to take complete, end-to-end ownership of projects and play a critical role in shaping our future products and processes.
 What you'll do?

 You'll work with a small engineering team to build mission-critical tools for course creators.
As one of our early engineers, you'll have the opportunity to build entirely new products from scratch and make important technical decisions.
You'll help build the foundation for Wizebank's engineering standards, tooling, and processes. 

Requirements

 You are comfortable with the ambiguity of an early-stage company. This includes being able to transform product sketches into working technology as well as working in an environment with a fast-paced delivery schedule.
Interested in our core domain - helping solopreneurs succeed by building valuable financial and software tools.
You understand the importance of both speed and quality, and the trade-offs of choosing one over the other.
You have a positive attitude, with high integrity and low ego.

Technical Skills
 We're looking for someone with experience with many, if not all, of:

 1-3+ years of professional software experience building front-end web applications
Experience with modern front-end frameworks, such as: Vue, Angular, React
Experience with HTML and CSS/SASS
Experience with front-end testing, using frameworks, such as: Jest, Mocha, or Chai
Experience working with CSS style and component libraries
Experience building design systems, and componentization

On the front-end we use Vue (migrating from 2 to 3), HTML and SASS; leveraging Tailwind CSS and our in-house built component library (Tasty Bistro) to create a consistent style system that serves four different micro-frontends scoped by business stakeholders.
 We're looking for someone with 3+ years of experience building web applications, who has applicable knowledge with TypeScript/JavaScript, buildingand using a modern web framework such as: Angular, React, Vue, etc.
 Nice to haves are Vue 3 experience,building design systems, and working with Tailwind CSS.
 Traits we value:

 A knack for writing clear and maintainable code.
Considers the pull between readability and playing code golf.
Thinks about systems with clear folder structures and scoping in mind, and cares about leaving the code they touch in a better place for their team.
Cares about the product, the final user experience, and brings this mentality across the stack.
Problem solvers and thinkers who speak up about purpose and value of features and decisions; engaging in questions and discussions, pushing themselves and those around them for the best outcomes for all.

Benefits

 Recent Financing: We closed a large financing in 2022 and we are actively looking to expand our team to deliver best-in-class financial products to our customers at scale.
Strong Traction: We are experiencing rapid growth and your work will directly impact thousands of businesses around the world.
Autonomy & Ownership: You'll have the opportunity to create your own path and own your work.
Impact: You will get to shape the culture of Wizebank. ""The early team you build is the company you build."" Your impact will be immediate and lasting.
Competitive Compensation: We reward great work and want to attract the best talent.
Work From Home Stipend: We cover the essentials including laptops, accessories, and more.
Learning & Development Stipend: We provide a personal development budget covering courses, books, events and more.
Extended Health Care Benefits: Comprehensive benefit plan and wellness spending account.


"
130,Jr. Full Stack Developer,AOT Technologies,"Remote in Victoria, BC",None Given,https://ca.indeed.com/viewjob?jk=ca8530834200f05b,"As a Jr. Full Stack Developer, you will work on the latest technologies and with a variety of clients ranging from the public sector and private to start-ups.","$58,000–$70,000 a year",Full-time,None Given,"
The role:
 As a Jr. Full Stack Developer, you will work on the latest technologies and with a variety of clients ranging from the public sector and private to start-ups. For Full Stack Development, our team uses modern technologies like Angular, React, Vue, Python, Node.Js, Azure, AWS and OpenShift. AOT being a leader in integration and analytics in British Columbia, you will also get opportunities to work on technologies such as computer vision, machine learning, predictive analytics, IoT etc.

 What you have:

Bachelor's Degree
At least 1 - 4 years of IT industry experience
Experience in one or more front-end frameworks such as: Angular, Vue or React
Experience in one or more back-end languages such as: Java, C# or Python



 What you might also have:

Experience in public cloud platforms such AWS, Azure, or Google Cloud
Experience in Microservices implementations using Docker, Kubernetes and OpenShift
Experience in using API Gateways



 Some of our perks:

A culture of innovation, diversity, and inclusivity!
16 days of paid time off to start and increasing as time goes on!
5 paid sick days - take care of yourself or your family
Competitive health benefits right from the start.
Flexible work schedule - work when you can.
Remote work/ Travel & work
Brand new laptops and other equipment that allows you to work from home comfortably!
A professional development budget with many opportunities for training & career growth.
Fun Company Events!
Celebrations - Lunch is on us for your Birthday & Work Anniversary!
RRSP Matching - we want to help you plan for the future!



 About AOT Technologies:


 AOT Technologies is an award-winning, Victoria based IT Consulting company that specializes in application integration and analytics. We work with various government entities, large enterprises, and start-ups to build world class software. Our flagship product is formsflow.ai which is a free and open-source software that empowers our clients to serve people better.


 We are proud of our inclusive workplace, coaching culture, and the expertise we provide. AOT Technologies is Great Place to Work Certified™, awarded as one of the Best Workplaces™ in British Columbia, and the recipient of the Maclean’s Growth 500 award.


 We thank you for your interest in joining AOT Technologies! While we welcome all applicants, only those who are selected for an interview will be contacted.


 We're an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status.
"
131,Front End Developer - React/ Redux + Node.js,Signify Technology,Remote,None Given,https://ca.indeed.com/viewjob?jk=b52c1d15d2616592,"Though not required, experience with Material UI is highly desired by the client.We are not accepting applications nor able to work with any candidates from…",$70–$128 an hour,Full-time,8 hour shiftMonday to Friday,"3x Front End Developers (React/Redux + Node.js)100% Remote from CanadaLong term Project$65 - $95 USD per hour ($88 - $128 CAD)
Continuing from our success in 2022 Signify have been asked by our client, one of the largest world leaders in entertainment to recruit for 3x Remote Front End Developers to join an established team which also includes a number of our other long term contractors at this client who have recently extended their contracts.
The role will be 100% remote and open to candidates who are currently located and able to work without requiring sponsorship in Canada.
Expediated interview process taking place from Monday 15th May
Requirements:

Strong React/Redux experience
Node.js
Though not required, experience with Material UI is highly desired by the client.

We are not accepting applications nor able to work with any candidates from third party agencies and are not able to provide sponsorship at this time.
Job Type: Full-time
Salary: $70.00-$128.00 per hour
Benefits:

Dental care
Vision care

Schedule:

8 hour shift
Monday to Friday

Application question(s):

Have you worked with Material UI before? If so, during which role and in what capacity?

Experience:

Node.js: 5 years (required)
React: 5 years (required)
Redux: 3 years (preferred)

Work Location: Remote"
132,Jr. Full Stack JavaScript developer (West Coast Branch),Plexxis Software,"Victoria, BC",4.3,https://ca.indeed.com/viewjob?jk=8209da8a975673f1,"Job Type: Full time, permanent.Make meaningful contributions to a product that people rely on in their day-to-day business operations.","$61,500–$148,500 a year",Full-time,None Given,"
Position Title: Jr. Full Stack JavaScript developer
Reports to: Director, R&D
Job Type: Full time, permanent
Location: (Langford) Victoria, BC
Salary Range: $61,500 - $148,500  What You Will Do
As part of the Plexxis web development team, you will…

use react + node/express to create user interfaces and backend API calls as part of the ongoing effort to modernize our primary product offering
 learn from more senior team members who direct your day-to-day activities
 make meaningful contributions to a product that people rely on in their day-to-day business operations
 grow into a strong developer as you build your lifelong career at Plexxis

Requirements

You like people
 You are focused
 You are supportive
 You are driven
 You like to work in a team but are fine working on your own when the occasion calls for it
 You love coding and you love a good challenge
 You know some JavaScript basics
 You know some ReactJS basics, AngularJS basics, or VueJS basics
 You know some NodeJS basics

Nice to Have

Personal projects that demonstrate your love of development
 Developer training of some kind (boot-camp, college, university, etc.)
 Typescript
 OracleDB or any relational database exposure (SQL)


 About Plexxis Software

Plexxis maximizes the profit and efficiency of customers through software that unites accounting, costing, project management, estimating, and mobile applications into a single, world-class solution built exclusively for construction subcontractors.
Our Very Special Working Environment
Rooted in our belief that we are stronger together, Plexxis Software benefits from the synergy you can only get by bringing together the best and brightest people who embrace and embody our core values.
Are You the Perfect Fit? Do You Wish to:

Work with a small, tight-knit group of hard-working, dedicated, and fun individuals
 Enjoy the atmosphere of a rapidly growing, high energy company with an entrepreneurial spirit
 Be on the winning team - poised to emerge as the global leader
 Be challenged in the workspace, or even in the lunchroom
 Lose the stuffy environment (and politics) of “big corporate” and focus on delivering what the competition calls “impossible”
 If you are ready for an exciting career with an industry leader, apply today.

Disclaimer for all posting locations: We thank all applicants in advance for their interest but advise that only those selected for an interview will be contacted.
Plexxis is committed to the principles of diversity and inclusion, encouraging applications from all well-qualified applicants. Accommodation is available for applicants, including those with disabilities, throughout the recruitment process.
Please Note: If you are offered a position at Plexxis Software, you may be required to agree to a background check.
PLEXXIS IS AN EQUAL OPPORTUNITY EMPLOYER

"
133,Youth Development Professionals,The John Howard Society of Grande Prairie,"Grande Prairie, AB",None Given,https://ca.indeed.com/viewjob?jk=58a2f7887c606f5c,"The EUREKA Program: we are recruiting for a Program Coordinator (30 hrs/wk) to provide community based, 2-day workshops focused on self awareness, conflict…",$25–$41 an hour,Full-timePart-timePermanent,8 hour shift,"Youth Development Professionals
The John Howard Society is a community-based non-profit concerned with the causes and consequences of crime. We believe that crime is a community problem that requires community-based solutions.
We are currently recruiting youth development professionals to work with youth ages 12-17 in two programs:
- The Tabono Centre: providing social and emotional learning for youth ages 12-17 within a strength based, alternative learning centre. Programming focuses on social & emotional learning, life skills, arts & culture, recreation and leadership. We are currently looking for staff who can contribute in these key program areas. If you have something to offer, we’d love to hear from you. We are open to considering part time or contract work (20-30 hrs/wk).
- We are also looking for a full-time staff (37.5 hrs/wk) to join our Tabono team. This position requires someone who can lead a new initiative, introducing and incorporate the wraparound model into our work with youth. Knowledge of or experience with social & emotional learning and/or the wraparound model would be considered assets in this position.
- The EUREKA Program: we are recruiting for a Program Coordinator (30 hrs/wk) to provide community based, 2-day workshops focused on self awareness, conflict resolution and community building, to Grade 7 youth, attending schools in our region. Working independently, the Program Coordinator is responsible for leading, delivering and managing the program. This is a great opportunity for someone who is comfortable working with a variety of youth and who is seeking flexibility in scheduling (24-30 hrs/wk), in order to better maintain work/life balance.
Please indicate on your cover letter, if you are interested in being considered for both or one of these programs or positions. If only one, please identify which one.
We need leaders in both programs, ideal candidates will be leaders who have a passion for working with youth and who can develop and deliver quality programs for youth.
We need team members who:

understand youth development and have experience in working with teens
are self-starters and who can demonstrate the ability to develop and deliver programs and content for youth
show initiative, are energetic and self-motivated
are excellent communicators (both written and oral)
like working as a part of a team but are also comfortable working independently
are creative and innovative, with experience in program development
can ""think big picture"" and also pay attention to the details
enjoy a challenge and want a rewarding and unique experience
are organized and have demonstrated leadership qualities
are professional and non- judgmental
have experience securing, supporting and fostering community connections and building relationships
are competent and confident with using technology
have a solid background in human services with related formal qualifications

Ideal candidates will have a background in youth work, education, social work or mental health and an understanding of and appreciation for diversity.
We offer a comprehensive benefits package, RRSP and an awesome work environment, offering flexibility, where possible and depending on the position.
If you are looking for experience and variety in your work, there may be additional opportunities available for work within our organization, which may be considered, depending on qualifications and experience.
Thank you to all those who apply. Only those who are selected for an interview will be contacted.
Job Types: Full-time, Part-time, Permanent
Salary: $25.00-$41.00 per hour
Benefits:

Casual dress
Company events
Company pension
Dental care
Disability insurance
Employee assistance program
Extended health care
Life insurance
On-site parking
Paid time off
RRSP match

Flexible Language Requirement:

French not required

Schedule:

8 hour shift

Work Location: In person"
134,Software Tester,Synic Software Inc.,"Vancouver, BC",None Given,https://ca.indeed.com/viewjob?jk=f3e59ae70f94e3a2,"We are currently seeking software testers on a part-time basis, to support the ongoing needs of our dev team.Providing feedback of new features.",From $23 an hour,Part-time,Day shiftMonday to Friday,"Job Description:
At Synic Software, we are a bunch of cool people working together to create software solutions for businesses.
Our hub in downtown Vancouver houses some of the best minds in the industry. We cater to diverse industries from finance to real estate, e-commerce to health, transportation and retail. We're not about segregated features. Full integration for user friendly technology and engagement immediacy is our jam.
We are currently seeking software testers on a part-time basis, to support the ongoing needs of our dev team.
Key Responsibilities:

performing manual and automated tests on features in development
participating in the development and maintenance of automated test cases in existing build pipeline
finding and documenting bugs as they are discovered
providing feedback of new features

Experience and Skills:

familiarity with .NET framework and C#
experience with testing tools
experience with JIRA or other bug tracking software an asset
excellent verbal and written communication skills

Job Type: Part-timePart-time hours: 24 per week
Salary: From $23.00 per hour
Benefits:

Casual dress
Company events
Flexible schedule

Schedule:

Day shift
Monday to Friday

Experience:

software QA: 1 year (preferred)

Work Location: One location"
135,Python Test Automation Developers,Syntronic,"Kanata, ON",4.1,https://ca.indeed.com/viewjob?jk=873f8ccda53529ae,Work with design/developers to perpetuate errors and ensure problem resolution.Motivated designers with broad backgrounds and service mindset to be a…,None Given,Full-timePermanent,None Given,"

  Are you ready to be part of a leading global engineering design house specializing in the design and development of embedded software/hardware, electronics, and electro-mechanics?
 


 What we’re looking for



 Highly motivated and dynamic professionals
Motivated designers with broad backgrounds and service mindset to be a consultant
 Professionals with ability to work both with in-house projects and on-site assignments at our customer’s locations

 What you'll do

 Carry out E2E, Functional, Interface and integration testing.
 Code automation tests in Python within a Slash framework
 Configure automation test suites and runs.
 Automation triage and debugging.
 Bug/Defect writing
 Analyzing product requirements and evaluating potential technical solutions.
 Work with design/developers to perpetuate errors and ensure problem resolution

 What you'll need to get the job done

 A Bachelor’s degree in Computer Science, Mathematics, Engineering, or a related field.
 3 years of software development in Python.
 3 years software test/QA
 Scripting: Bash, BAT and PowerShell
 Experience testing IP protocols (Diagnostics UDS, DoIP)
 An excellent communicator, both oral and written.
 Creative and analytical thinker with a tester’s mindset.
 Methodical; capable of prioritizing work and working to tight deadlines.

 What will make us REALLY love you

 5+ years of software development in Python,
 Experience with Linux, ONX and Android
 Experience with VMs, working in simulated environments, QEMU, etc.
 Experience with source code control systems such as Git.
 Embedded test & automation experience, (Linux OS, flashing devices, file transfers, logging, capturing telemetry, automation triage, etc.)
 Automotive test experience, with CAN/LIN
 Experience with Pycharm, Jira, Confluence and TestRail
 Experience setting up Jenkins test automation pipelines


   #SyntronicP1
 


 What you’ll love about us



 Company Culture – outstanding people and a flexible work environment with lots of after work activities/groups! It’s so great, we even won an award for it!
 Work/Life Balance – 4 weeks holidays to start and work that stays at work!
 Career Growth Opportunities – being a design house keeps variety in your work. New opportunities happening all the time!
 Great Benefits – and, they start the same day you do… and, they include your family… and, the company matches your RRSP contributions!



 About Syntronic Canada


   Syntronic provides our customers a complete portfolio of professional services to support their product development including research & development, new product introduction, manufacturing, and aftermarket services. We adopt the latest technologies in electronics design and software development with a pool of technically skilled staff around the world. Among our customers and partners are some of the world’s most technically intensive businesses and organizations. This pushes us forward in designing to satisfy our customers’ needs with a focus on quality, competence, capacity and continuity.
  




  Syntronic values diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status. If you require accommodation due to a disability at any time during the recruitment and/or assessment process, please contact our recruiting team and we will make all reasonable efforts to accommodate your request.
 
"
